"media href","img-fit src","media","product-label 2","product-brand-logo src","card-link","price__current","price__was","price__was 2","price__adviesprijs-badge","price__adviesprijs-amount","price__adviesprijs-amount 2"
"https://justpadel.com/en/collections/padel-rackets/products/siux-electra-go-4","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-electra-go-4-9421746.jpg?v=1758195369&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Electra Go 4 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Electra Go 4","€109","","","List price:","€139","95"
"https://justpadel.com/en/collections/padel-rackets/products/siux-electra-st2-jr","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-diablo-revolution-2-jr-blauw-3522486.png?v=1758196903&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Diablo Revolution 2 JR Blauw - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Electra ST2 JR","€39","","","List price:","€79","95"
"https://justpadel.com/en/collections/padel-rackets/products/siux-beat-control","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-beat-control-8127498.png?v=1758196681&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Beat Control - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Beat Control","€49","","","List price:","€79","95"
"https://justpadel.com/en/collections/padel-rackets/products/head-speed-one-2025","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/head-speed-one-2025-1626625.jpg?v=1758195293&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Head Speed One 2025 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/Head_1.svg?v=1751637900","Head Speed One 2025","€179","","","List price:","€279","95"
"https://justpadel.com/en/collections/padel-rackets/products/adidas-cross-it-team-3-4","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/adidas-cross-it-team-34-6719957.jpg?v=1758195276&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Adidas Cross It Team 3.4 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/adidas.svg?v=1751631714","Adidas Cross It Team 3.4","€124","","","List price:","€179","95"
"https://justpadel.com/en/collections/padel-rackets/products/head-coello-team-2025","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/head-coello-team-2025-6386209.jpg?v=1758194487&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Head Coello Team 2025 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/Head_1.svg?v=1751637900","Head Coello Team 2025","€179","","","List price:","€219","95"
"https://justpadel.com/en/collections/padel-rackets/products/siux-spyder-control-4","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-spyder-control-4-9771156.png?v=1758193580&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Spyder Control 4 - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Spyder Control 4","€99","€149","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/head-speed-one-x-2025","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/head-speed-one-x-2025-9852752.jpg?v=1758195299&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Head Speed One X 2025 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/Head_1.svg?v=1751637900","Head Speed One X 2025","€194","","","List price:","€299","95"
"https://justpadel.com/en/collections/padel-rackets/products/dunlop-nanomax-pro","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/dunlop-nanomax-pro-9928185.jpg?v=1758194782&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Dunlop Nanomax Pro - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/dunlop.svg?v=1751631714","Dunlop Nanomax Pro","€69","€129","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/babolat-technical-veron-25","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/babolat-technical-veron-25-7546959.jpg?v=1758194743&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Babolat Technical Veron 25 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/babolat.svg?v=1751361593","Babolat Technical Veron 25","€164","","","List price:","€249","95"
"https://justpadel.com/en/collections/padel-rackets/products/dunlop-aero-star-23","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/dunlop-aero-star-23-9193827.png?v=1758196735&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Dunlop Aero Star 23 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/dunlop.svg?v=1751631714","Dunlop Aero Star 23","€119","","","List price:","€270","00"
"https://justpadel.com/en/collections/padel-rackets/products/dunlop-aero-star-pro-23","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/DunlopAeroStarPro23_1.jpg?v=1759996082&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt="""">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/dunlop.svg?v=1751631714","Dunlop Aero star Pro 23","€109","","","List price:","€300","00"
"https://justpadel.com/en/collections/padel-rackets/products/indian-maharadja-graphite-hx4-403","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/the-indian-maharadja-graphite-hx4-403-1558210.jpg?v=1758195122&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""The Indian Maharadja Graphite HX4 - 403 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/indian-maharadja.svg?v=1751631714","The Indian Maharadja Graphite HX4-403","€89","","","List price:","€159","95"
"https://justpadel.com/en/collections/padel-rackets/products/siux-trilogy-3-control","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/SiuxTrilogy3Control_1.jpg?v=1761827684&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt="""">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Trilogy 3 Control","€149","€319","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/siux-trilogy-pro-5","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-trilogy-pro-5-2621502.jpg?v=1758195557&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Trilogy Pro 5 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Trilogy Pro 5","€189","","","List price:","€324","95"
"https://justpadel.com/en/collections/padel-rackets/products/babolat-technical-vertuo-25","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/babolat-technical-vertuo-25-5588938.jpg?v=1758194308&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Babolat Technical Vertuo 25 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/babolat.svg?v=1751361593","Babolat Technical Vertuo 25","€134","","","List price:","€179","95"
"https://justpadel.com/en/collections/padel-rackets/products/indian-maharadja-gold-rx5-512","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/the-indian-maharadja-gold-rx5-512-2419125.png?v=1758195121&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""The Indian Maharadja Gold RX5 - 512 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/indian-maharadja.svg?v=1751631714","The Indian Maharadja Gold RX5-512","€119","","","List price:","€219","95"
"https://justpadel.com/en/collections/padel-rackets/products/adidas-cross-it-carbon-3-4","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/adidas-cross-it-carbon-34-2361677.jpg?v=1758193569&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Adidas Cross It Carbon 3.4 - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/adidas.svg?v=1751631714","Adidas Cross It Carbon 3.4","€199","€224","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/head-extreme-pro-2025","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20900%20900'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/head-extreme-pro-2025-5209461.jpg?v=1758552410&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""900"" height=""900"" alt=""HEAD Extreme Pro 2025 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/Head_1.svg?v=1751637900","HEAD Extreme Pro 2025","€209","","","List price:","€279","95"
"https://justpadel.com/en/collections/padel-rackets/products/head-extreme-motion-2025","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20900%20900'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/head-extreme-motion-2025-9586521.jpg?v=1758552407&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""900"" height=""900"" alt=""HEAD Extreme Motion 2025 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/Head_1.svg?v=1751637900","HEAD Extreme Motion 2025","€209","","","List price:","€239","95"
"https://justpadel.com/en/collections/padel-rackets/products/siux-valkiria-elite","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-valkiria-elite-7954330.jpg?v=1758553924&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Valkiria Elite - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Valkiria Elite","€149","€229","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/indian-maharadja-gold-hx5-412","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/the-indian-maharadja-gold-hx5-412-4283223.jpg?v=1758195122&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""The Indian Maharadja Gold HX5 - 412 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/indian-maharadja.svg?v=1751631714","The Indian Maharadja Gold HX5-412","€109","","","List price:","€199","95"
"https://justpadel.com/en/collections/padel-rackets/products/siux-velox-flex-blue","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-velox-flex-blue-4140719.png?v=1758193577&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Velox Flex Blue - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Velox Flex Blue","€119","€149","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/osaka-pro-tour-ltd-power-silver-hologram","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/osaka-pro-tour-ltd-power-silver-hologram-6783098.jpg?v=1758195017&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Osaka Pro Tour LTD Power Silver - Hologram - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/osaka.svg?v=1751631714","Osaka Pro Tour LTD Power Silver - Hologram","€219","","","List price:","€300","00"
"https://justpadel.com/en/collections/padel-rackets/products/babolat-dyna-energy-2023","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/BabolatDynaEnergy2023_1.jpg?v=1752756323&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt="""">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/babolat.svg?v=1751361593","Babolat Dyna Energy 2023","€159","€240","00","","",""
"https://justpadel.com/en/collections/padel-rackets/products/siux-spyder-lite-3-hard","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-spyder-lite-3-hard-4330537.png?v=1758195816&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Spyder Lite 3 Hard - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Spyder Lite 3 Hard","€139","€229","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/siux-electra-flow-4","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/Bjorn_Borg_W_Essential_1_Sweatshirt_Sea_Pine_49.jpg?v=1759841453&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt="""">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Electra Flow 4","€144","","","List price:","€279","00"
"https://justpadel.com/en/collections/padel-rackets/products/wilson-bela-elite-pro-v2-5","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/WilsonBelaEliteV2.5_1.jpg?v=1762853645&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt="""">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/WILSON.svg?v=1751634197","Wilson Bela Elite V2.5","€179","","","List price:","€269","95"
"https://justpadel.com/en/collections/padel-rackets/products/indian-maharadja-graphite-hx4-503","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/the-indian-maharadja-graphite-hx4-503-1078148.png?v=1758195122&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""The Indian Maharadja Graphite HX4 - 503 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/indian-maharadja.svg?v=1751631714","The Indian Maharadja Graphite HX4-503","€99","","","List price:","€179","95"
"https://justpadel.com/en/collections/padel-rackets/products/siux-valikiria-go","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-valkiria-go-1810972.jpg?v=1758195368&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Valkiria Go - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Valkiria Go","€124","","","List price:","€139","95"
"https://justpadel.com/en/collections/padel-rackets/products/babolat-technical-viper-25","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/babolat-technical-viper-25-3969457.jpg?v=1758194742&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Babolat Technical Viper 25 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/babolat.svg?v=1751361593","Babolat Technical Viper 25","€239","","","List price:","€319","95"
"https://justpadel.com/en/collections/padel-rackets/products/bullpadel-vertex-05-2026","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20800%20800'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/bullpadel-vertex-05-2026-2599258.jpg?v=1758193350&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""800"" height=""800"" alt=""Bullpadel VERTEX 05 2026 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/bullpadel.svg?v=1751631714","Bullpadel VERTEX 05 2026","€339","","","List price:","€370","00"
"https://justpadel.com/en/collections/padel-rackets/products/bullpadel-xplo-26","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/bullpadel-xplo-26-6977713.jpg?v=1758193355&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Bullpadel XPLO 26 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/bullpadel.svg?v=1751631714","Bullpadel XPLO 26","€319","","","List price:","€350","00"
"https://justpadel.com/en/collections/padel-rackets/products/indian-maharadja-graphite-sx4-403","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/the-indian-maharadja-graphite-sx4-403-1465510.jpg?v=1758195121&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""The Indian Maharadja Graphite SX4 - 403 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/indian-maharadja.svg?v=1751631714","The Indian Maharadja Graphite SX4-403","€89","","","List price:","€159","95"
"https://justpadel.com/en/collections/padel-rackets/products/bullpadel-hack-04-hybrid-26","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20800%20800'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/bullpadel-hack-04-hybrid-26-5460951.jpg?v=1758193351&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""800"" height=""800"" alt=""Bullpadel HACK 04 Hybrid 26 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/bullpadel.svg?v=1751631714","Bullpadel HACK 04 Hybrid 26","€319","","","","",""
"https://justpadel.com/en/collections/padel-rackets/products/siux-trilogy-go-5","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-trilogy-go-5-3282686.jpg?v=1759833223&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Trilogy Go 5 - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Trilogy Go 5","€119","€139","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/osaka-vision-ionic-black","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/osaka-vision-ionic-black-6882407.jpg?v=1758195014&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Osaka Vision Ionic Black - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/osaka.svg?v=1751631714","Osaka Vision Ionic Black","€99","","","List price:","€140","00"
"https://justpadel.com/en/collections/padel-rackets/products/drop-shot-explorer-pro-attack","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/Drop_Shot_Explorer_Pro_Attack_1.jpg?v=1762853343&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt="""">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/drop-shot.svg?v=1751631714","Drop Shot Explorer Pro Attack","€169","€329","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/siux-pegasus-pro-26-lava-orange-1","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/Bjorn_Borg_W_Essential_1_Sweatshirt_Sea_Pine_92_5aaa99a1-25fe-4d36-9e37-0e53b2ac589e.jpg?v=1762256178&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt="""">","NEW ARRIVAL","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Pegasus Pro 26 Lava Orange","€349","","","","",""
"https://justpadel.com/en/collections/padel-rackets/products/indian-maharadja-platinum-tx6-418","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/the-indian-maharadja-platinum-tx6-418-4454711.jpg?v=1758195121&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""The Indian Maharadja Platinum TX6 - 418 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/indian-maharadja.svg?v=1751631714","The Indian Maharadja Platinum TX6-418","€119","","","","",""
"https://justpadel.com/en/collections/padel-rackets/products/babolat-technical-veron-juan-lebron-2025","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/BabolatTechnicalVeronJuanLebron2025_1.jpg?v=1762853950&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt="""">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/babolat.svg?v=1751361593","Babolat Technical Veron Juan Lebron 2025","€169","","","List price:","€259","95"
"https://justpadel.com/en/collections/padel-rackets/products/bullpadel-vertex-05-2026-kopie","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20800%20800'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/bullpadel-vertex-05-geo-2026-9819322.jpg?v=1758193343&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""800"" height=""800"" alt=""Bullpadel Vertex 05 Geo 2026 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/bullpadel.svg?v=1751631714","Bullpadel Vertex 05 Geo 2026","€339","","","List price:","€370","00"
"https://justpadel.com/en/collections/padel-rackets/products/bullpadel-neuron-02-geo-26","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/bullpadel-neuron-02-edge-26-6113863.jpg?v=1758193357&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Bullpadel NEURON 02 Edge 26 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/bullpadel.svg?v=1751631714","Bullpadel NEURON 02 Edge 26","€319","","","List price:","€350","00"
"https://justpadel.com/en/collections/padel-rackets/products/siux-diablo-pro-26-night-blue","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/Bjorn_Borg_W_Essential_1_Sweatshirt_Sea_Pine_94.jpg?v=1762256314&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt="""">","NEW ARRIVAL","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Diablo Pro 26 Night Blue","€349","","","","",""
"https://justpadel.com/en/collections/padel-rackets/products/bullpadel-vertex-05-hybrid-26","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/bullpadel-vertex-05-hybrid-26-7269791.jpg?v=1758193357&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Bullpadel Vertex 05 Hybrid 26 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/bullpadel.svg?v=1751631714","Bullpadel Vertex 05 Hybrid 26","€339","","","List price:","€370","00"
