"media href","img-fit src","media","product-label 2","product-brand-logo src","card-link","price__current","price__was","price__was 2","price__adviesprijs-badge","price__adviesprijs-amount","price__adviesprijs-amount 2"
"https://justpadel.com/en/collections/padel-rackets/products/tecnifibre-wall-breaker-365","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/tecnifibre-wall-breaker-365-9408431.png?v=1758553991&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Tecnifibre Wall Breaker 365 - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/TECNIFIBRE.svg?v=1751361593","Tecnifibre Wall Breaker 365","€74","€249","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/siux-electra-st4-pro","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-electra-st4-pro-3515227.jpg?v=1758195552&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Electra ST4 Pro - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Electra ST4 Pro","€209","","","List price:","€324","95"
"https://justpadel.com/en/collections/padel-rackets/products/tecnifibre-wall-breaker-375","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/tecnifibre-wall-breaker-375-2083961.png?v=1758195655&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Tecnifibre Wall Breaker 375 - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/TECNIFIBRE.svg?v=1751361593","Tecnifibre Wall Breaker 375","€89","€279","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/wilson-bela-v2-junior","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/wilson-bela-v2-junior-6008764.jpg?v=1758196705&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Wilson Bela V2 Junior - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/WILSON.svg?v=1751634197","Wilson Bela V2 Junior","€44","","","List price:","€139","95"
"https://justpadel.com/en/collections/padel-rackets/products/nox-at10-genius-12k-by-augustin-tapia-2025","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/nox-at10-genius-12k-by-agustin-tapia-2025-3855520.jpg?v=1758195357&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""NOX AT10 Genius 12K By Agustin Tapia 2025 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/nox.svg?v=1751631714","NOX AT10 Genius 12K By Agustin Tapia 2025","€199","","","List price:","€339","95"
"https://justpadel.com/en/collections/padel-rackets/products/tecnifibre-wall-breaker-360","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/tecnifibre-wall-breaker-360-8584261.png?v=1758195655&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Tecnifibre Wall Breaker 360 - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/TECNIFIBRE.svg?v=1751361593","Tecnifibre Wall Breaker 360","€59","€159","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/siux-beat-hybrid-2","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-beat-hybrid-2-9222675.jpg?v=1758195370&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Beat Hybrid 2 - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Beat Hybrid 2","€54","€84","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/siux-diablo-sanyo-pro-4","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-diablo-pro-4-7840113.jpg?v=1758195553&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Diablo Pro 4 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Diablo Pro 4","€199","","","List price:","€324","95"
"https://justpadel.com/en/collections/padel-rackets/products/siux-trilogy-pro-4","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-trilogy-pro-4-2069272.jpg?v=1759833318&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Trilogy Pro 4 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Trilogy Pro 4","€139","","","List price:","€294","95"
"https://justpadel.com/en/collections/padel-rackets/products/adidas-metalbone-3-4","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/adidas-metalbone-34-1619161.jpg?v=1758195290&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Adidas Metalbone 3.4 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/adidas.svg?v=1751631714","Adidas Metalbone 3.4","€264","","","List price:","€389","95"
"https://justpadel.com/en/collections/padel-rackets/products/head-extreme-pro-2023","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/head-extreme-pro-2023-1446555.jpg?v=1758196730&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Head Extreme Pro 2023 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/Head_1.svg?v=1751637900","HEAD Extreme Pro 2023","€139","","","List price:","€279","95"
"https://justpadel.com/en/collections/padel-rackets/products/head-extreme-one-2023","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/head-extreme-one-2023-5541731.jpg?v=1758196732&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Head Extreme One 2023 - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/Head_1.svg?v=1751637900","Head Extreme One 2023","€129","€189","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/head-extreme-motion-2023","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/head-extreme-motion-2023-8401634.jpg?v=1758196736&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Head Extreme Motion 2023 - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/Head_1.svg?v=1751637900","Head Extreme Motion 2023","€119","€169","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/osaka-vision-pro-green-yellow","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/osaka-vision-pro-greenyellow-6029600.jpg?v=1758195796&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Osaka Vision Pro Green/Yellow - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/osaka.svg?v=1751631714","Osaka Vision Pro Green/Yellow","€99","€119","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/siux-electra-elite-4","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-electra-elite-4-8377764.jpg?v=1758195370&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Electra Elite 4 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Electra Elite 4","€149","","","List price:","€229","95"
"https://justpadel.com/en/collections/padel-rackets/products/by-vp-control-300-sp","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/by-vp-control-300-sp-2038359.jpg?v=1758195786&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""By VP Control 300 SP - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/ByVP.svg?v=1751634666","By VP Control 300 SP","€54","€149","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/head-extreme-elite-2023","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/head-extreme-elite-2023-7080376.jpg?v=1758196728&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Head Extreme Elite 2023 - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/Head_1.svg?v=1751637900","Head Extreme Elite 2023","€99","€149","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/adidas-metalbone-hrd-3-4","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/adidas-metalbone-hrd-34-5841566.jpg?v=1758195286&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Adidas Metalbone HRD+ 3.4 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/adidas.svg?v=1751631714","Adidas Metalbone HRD+ 3.4","€269","","","List price:","€389","95"
"https://justpadel.com/en/collections/padel-rackets/products/osaka-vision-pro","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/OsakaVisionProControlSnap_1.jpg?v=1762769573&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt="""">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/osaka.svg?v=1751631714","Osaka Vision Pro Purple","€89","€200","00","","",""
"https://justpadel.com/en/collections/padel-rackets/products/siux-beat-hybrid-air-2","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-beat-hybrid-air-2-8222728.jpg?v=1758195369&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Beat Hybrid Air 2 - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Beat Hybrid Air 2","€54","€84","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/siux-fenix-pro-5-black","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-fenix-pro-5-black-1703926.png?v=1758193744&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Fenix Pro 5 Black - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Fenix Pro 5 Black","€219","","","List price:","€324","95"
"https://justpadel.com/en/collections/padel-rackets/products/head-radical-pro-24","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/head-radical-pro-24-6165659.jpg?v=1759833311&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Head Radical Pro 24 - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/Head_1.svg?v=1751637900","Head Radical Pro 24","€154","€279","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/by-vp-power-300-sp","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/by-vp-power-300-sp-7258562.jpg?v=1758195777&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""By VP Power 300 SP - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/ByVP.svg?v=1751634666","By VP Power 300 SP","€59","€139","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/head-radical-motion-24","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/head-radical-motion-24-1971401.jpg?v=1758195826&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Head Radical Motion 24 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/Head_1.svg?v=1751637900","Head Radical Motion 24","€139","","","List price:","€240","00"
"https://justpadel.com/en/collections/padel-rackets/products/siux-beat-hybrid","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-beat-hybrid-6467255.png?v=1758196686&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Beat Hybrid - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Beat Hybrid","€49","","","List price:","€79","95"
"https://justpadel.com/en/collections/padel-rackets/products/siux-beat-hybrid-air","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-beat-hybrid-air-2196874.png?v=1758196688&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Beat Hybrid Air - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Beat Hybrid Air","€49","","","List price:","€79","95"
"https://justpadel.com/en/collections/padel-rackets/products/bullpadel-xplo25","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/bullpadel-xplo-25-9388929.jpg?v=1758195558&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Bullpadel XPLO 25 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/bullpadel.svg?v=1751631714","Bullpadel XPLO 25","€199","","","List price:","€339","95"
"https://justpadel.com/en/collections/padel-rackets/products/head-coello-vibe-2025","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/head-coello-vibe-2025-3944383.jpg?v=1758194480&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Head Coello Vibe 2025 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/Head_1.svg?v=1751637900","Head Coello Vibe 2025","€94","","","List price:","€139","95"
"https://justpadel.com/en/collections/padel-rackets/products/head-speed-team-2025","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/head-speed-team-2025-2757004.jpg?v=1758195291&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Head Speed Team 2025 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/Head_1.svg?v=1751637900","Head Speed Team 2025","€136","","","List price:","€199","95"
"https://justpadel.com/en/collections/padel-rackets/products/siux-fenix-pro-5","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/Siux_Fenix_Pro_5_1.jpg?v=1758551820&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt="""">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Fenix Pro 5","€219","","","List price:","€324","95"
"https://justpadel.com/en/collections/padel-rackets/products/nox-at10-genius-attack-18k-2025","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/nox-at10-genius-attack-18k-2025-9327081.jpg?v=1758195359&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""NOX At10 Genius Attack 18K 2025 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/nox.svg?v=1751631714","NOX At10 Genius Attack 18K 2025","€209","","","List price:","€339","95"
"https://justpadel.com/en/collections/padel-rackets/products/head-speed-motion-2025","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/head-speed-motion-2025-4213387.jpg?v=1758195294&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Head Speed Motion 2025 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/Head_1.svg?v=1751637900","Head Speed Motion 2025","€169","","","List price:","€239","95"
"https://justpadel.com/en/collections/padel-rackets/products/siux-beat-control-2","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-beat-control-2-4738549.jpg?v=1758195365&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Beat Control 2 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Beat Control 2","€54","","","List price:","€84","95"
"https://justpadel.com/en/collections/padel-rackets/products/bullpadel-vertex-hybrid-04-25","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/bullpadel-vertex-hybrid-04-25-8637634.jpg?v=1758195556&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Bullpadel VERTEX Hybrid 04 25 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/bullpadel.svg?v=1751631714","Bullpadel VERTEX Hybrid 04 25","€229","","","List price:","€339","95"
"https://justpadel.com/en/collections/padel-rackets/products/nox-ml10-quantum-3k-by-miguel-lamperti","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/nox-ml10-quantum-3k-by-miguel-lamperti-8885698.jpg?v=1758195352&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""NOX ML10 Quantum 3K By Miguel Lamperti - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/nox.svg?v=1751631714","NOX ML10 Quantum 3K By Miguel Lamperti","€179","","","List price:","€339","95"
"https://justpadel.com/en/collections/padel-rackets/products/siux-diablo-go-4","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-diablo-go-4-2647225.jpg?v=1758195370&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Diablo Go 4 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Diablo Go 4","€89","","","List price:","€139","95"
"https://justpadel.com/en/collections/padel-rackets/products/indian-maharadja-element-hx3-5010","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/the-indian-maharadja-element-hx3-5010-9286284.png?v=1758195122&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""The Indian Maharadja Element HX3 - 5010 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/indian-maharadja.svg?v=1751631714","The Indian Maharadja Element HX3-5010","€59","","","List price:","€119","95"
"https://justpadel.com/en/collections/padel-rackets/products/siux-fenix-elite-5","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/siux-fenix-elite-5-3432021.jpg?v=1758195369&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Siux Fenix Elite 5 - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/siux-new.svg?v=1762266059","Siux Fenix Elite 5","€149","","","List price:","€229","95"
"https://justpadel.com/en/collections/padel-rackets/products/nox-at10-genius-attack-12k-2025","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/nox-at10-genius-attack-12k-2025-2670090.jpg?v=1758195346&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""NOX At10 Genius Attack 12K 2025 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/nox.svg?v=1751631714","NOX At10 Genius Attack 12K 2025","€199","","","List price:","€339","95"
"https://justpadel.com/en/collections/padel-rackets/products/indian-maharadja-gold-tx5-412","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/the-indian-maharadja-gold-tx5-412-1826324.jpg?v=1758195122&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""The Indian Maharadja Gold TX5 - 412 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/indian-maharadja.svg?v=1751631714","The Indian Maharadja Gold TX5-412","€99","","","List price:","€199","95"
"https://justpadel.com/en/collections/padel-rackets/products/babolat-air-veron-25","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/babolat-air-veron-25-3630216.jpg?v=1759833085&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Babolat Air Veron 25 - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/babolat.svg?v=1751361593","Babolat Air Veron 25","€179","€249","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/indian-maharadja-graphite-tx4-403","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/the-indian-maharadja-graphite-tx4-403-7917773.jpg?v=1758195120&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""The Indian Maharadja Graphite TX4 - 403 - "">","Sale","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/indian-maharadja.svg?v=1751631714","The Indian Maharadja Graphite TX4-403","€69","€89","95","","",""
"https://justpadel.com/en/collections/padel-rackets/products/head-speed-pro-2025","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/head-speed-pro-2025-3110167.jpg?v=1758195296&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Head Speed Pro 2025 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/Head_1.svg?v=1751637900","Head Speed Pro 2025","€194","","","List price:","€279","95"
"https://justpadel.com/en/collections/padel-rackets/products/dunlop-aero-star-lite-23","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/dunlop-aero-star-lite-23-7958259.png?v=1758196737&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Dunlop Aero Star Lite 23 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/dunlop.svg?v=1751631714","Dunlop Aero Star Lite 23","€109","","","List price:","€240","00"
"https://justpadel.com/en/collections/padel-rackets/products/adidas-cross-it-3-4","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%201200'%3E%3C/svg%3E","<img src=""//justpadel.com/cdn/shop/files/adidas-cross-it-34-7967882.jpg?v=1758195279&amp;width=460"" loading=""lazy"" class=""img-fit img-fit--contain card__main-image"" width=""1200"" height=""1200"" alt=""Adidas Cross It 3.4 - "">","","https://cdn.shopify.com/s/files/1/0510/3730/7050/files/adidas.svg?v=1751631714","Adidas Cross It 3.4","€259","","","List price:","€349","95"
