"product-link href","comingSoonBadge2","inline-image__image src","comingSoonBadge2 2","background-image__image src","background-image__image src 2","image-page-button href","quick-action-button href","product-block__title","money","product-label","money 2","money 3","product-label 2"
"https://noxsport.com/en/collections/all-the-rackets-nox/products/pala-at10-pro-cup-soft-2026-by-agustin-tapia","Pre-compra / Pre-order","https://noxsport.com/cdn/shop/files/at10-pro-cup-soft-by-agustin-tapia-pat10pcs26-8435778902737-6543429.png?v=1758604503&width=1200","Pre-compra / Pre-order","https://noxsport.com/cdn/shop/files/at10-pro-cup-soft-by-agustin-tapia-pat10pcs26-8435778902737-3276409.png?v=1758604501","https://noxsport.com/cdn/shop/files/at10-pro-cup-soft-by-agustin-tapia-pat10pcs26-8435778902737-9072311.png?v=1758604504","https://noxsport.com/en/collections/all-the-rackets-nox#","https://noxsport.com/en/collections/all-the-rackets-nox/products/pala-at10-pro-cup-soft-2026-by-agustin-tapia","AT10 Pro Cup SOFT by Agustín Tapia","199,99 €","","","",""
"https://noxsport.com/en/collections/all-the-rackets-nox/products/pala-at10-pro-cup-hard-2026-by-agustin-tapia","Pre-compra / Pre-order","https://noxsport.com/cdn/shop/files/at10-pro-cup-hard-by-agustin-tapia-pat10pch26-8435778902720-1069065.png?v=1758604423&width=1200","Pre-compra / Pre-order","https://noxsport.com/cdn/shop/files/at10-pro-cup-hard-by-agustin-tapia-pat10pch26-8435778902720-5334166.png?v=1758604424","https://noxsport.com/cdn/shop/files/at10-pro-cup-hard-by-agustin-tapia-pat10pch26-8435778902720-4687343.png?v=1758604424","https://noxsport.com/en/collections/all-the-rackets-nox#","https://noxsport.com/en/collections/all-the-rackets-nox/products/pala-at10-pro-cup-hard-2026-by-agustin-tapia","AT10 Pro Cup HARD by Agustín Tapia","199,99 €","","","",""
"https://noxsport.com/en/collections/all-the-rackets-nox/products/pala-equation-hard-advanced","Pre-compra / Pre-order","https://noxsport.com/cdn/shop/files/equation-hard-advanced-pequhadv26-8435778902744-8319485.png?v=1758604423&width=1200","Pre-compra / Pre-order","https://noxsport.com/cdn/shop/files/equation-hard-advanced-pequhadv26-8435778902744-9707177.png?v=1758604425","https://noxsport.com/cdn/shop/files/equation-hard-advanced-pequhadv26-8435778902744-4533257.png?v=1758604424","https://noxsport.com/en/collections/all-the-rackets-nox#","https://noxsport.com/en/collections/all-the-rackets-nox/products/pala-equation-hard-advanced","Equation HARD Advanced","124,99 €","","","",""
"https://noxsport.com/en/collections/all-the-rackets-nox/products/pala-equation-soft-advanced","Pre-compra / Pre-order","https://noxsport.com/cdn/shop/files/equation-soft-advanced-pequsadv26-8435778902751-4653383.png?v=1758604424&width=1200","Pre-compra / Pre-order","https://noxsport.com/cdn/shop/files/equation-soft-advanced-pequsadv26-8435778902751-1820621.png?v=1758604424","https://noxsport.com/cdn/shop/files/equation-soft-advanced-pequsadv26-8435778902751-7634799.png?v=1758604423","https://noxsport.com/en/collections/all-the-rackets-nox#","https://noxsport.com/en/collections/all-the-rackets-nox/products/pala-equation-soft-advanced","Equation SOFT Advanced","124,99 €","","","",""
"https://noxsport.com/en/collections/all-the-rackets-nox/products/pala-x-zero-red","Pre-compra / Pre-order","https://noxsport.com/cdn/shop/files/x-zero-red-pxzerore-8435778902799-8877501.png?v=1758604401&width=1200","Pre-compra / Pre-order","https://noxsport.com/cdn/shop/files/x-zero-red-pxzerore-8435778902799-3465697.png?v=1758604402","https://noxsport.com/cdn/shop/files/x-zero-red-pxzerore-8435778902799-2421066.png?v=1758604402","https://noxsport.com/en/collections/all-the-rackets-nox#","https://noxsport.com/en/collections/all-the-rackets-nox/products/pala-x-zero-red","X-Zero Red","64,99 €","","","",""
"https://noxsport.com/en/collections/all-the-rackets-nox/products/pala-x-zero-blue","Pre-compra / Pre-order","https://noxsport.com/cdn/shop/files/x-zero-blue-pxzerobl-8435778902805-5921584.png?v=1758604400&width=1200","","","","https://noxsport.com/en/collections/all-the-rackets-nox#","https://noxsport.com/en/collections/all-the-rackets-nox/products/pala-x-zero-blue","X-Zero Blue","64,99 €","","","",""
"https://noxsport.com/en/collections/all-the-rackets-nox/products/pala-x-hero-white","Pre-compra / Pre-order","https://noxsport.com/cdn/shop/files/x-hero-white-pxherowh-8435778902768-3752679.png?v=1758604401&width=1200","","","","https://noxsport.com/en/collections/all-the-rackets-nox#","https://noxsport.com/en/collections/all-the-rackets-nox/products/pala-x-hero-white","X-Hero White","64,99 €","","","",""
"https://noxsport.com/en/collections/all-the-rackets-nox/products/pala-x-hero-red","Pre-compra / Pre-order","https://noxsport.com/cdn/shop/files/x-hero-red-pxherore-8435778902775-2574089.png?v=1758604402&width=1200","","","","https://noxsport.com/en/collections/all-the-rackets-nox#","https://noxsport.com/en/collections/all-the-rackets-nox/products/pala-x-hero-red","X-Hero Red","64,99 €","","","",""
"https://noxsport.com/en/collections/all-the-rackets-nox/products/pala-x-hero-blue","Pre-compra / Pre-order","https://noxsport.com/cdn/shop/files/x-hero-blue-pxherobl-8435778902782-7907333.png?v=1758604401&width=1200","","","","https://noxsport.com/en/collections/all-the-rackets-nox#","https://noxsport.com/en/collections/all-the-rackets-nox/products/pala-x-hero-blue","X-Hero Blue","64,99 €","","","",""
"https://noxsport.com/en/collections/all-the-rackets-nox/products/racket-at10-genius-18k-alum-by-agustin-tapia","","https://noxsport.com/cdn/shop/files/at10-luxury-genius-18k-alum-2025-by-agustin-tapia-pat10genius1825-8436603199919-640598.jpg?v=1727176170&width=2000","","","","https://noxsport.com/en/collections/all-the-rackets-nox#","https://noxsport.com/en/collections/all-the-rackets-nox/products/racket-at10-genius-18k-alum-by-agustin-tapia","AT10 Luxury GENIUS 18K Alum 2025 by Agustín Tapia","130,99 €","off","229,00 €","359,99 €",""
